position,person,personID,start,end,gender,DOB,DOD,image,enwiki
member of the Parliament of the Brussels-Capital Region,Isabelle Emmery,Q3154918,2014,,female,1966-07-03,,,
member of the Parliament of the Brussels-Capital Region,Marc Loewenstein,Q3288221,2014,,male,1977-09-14,,,
member of the Parliament of the Brussels-Capital Region,Véronique Jamoulle,Q3564319,2014,,female,1959-02-04,,,
member of the Parliament of the Brussels-Capital Region,Michaël Verbauwhede,Q17324126,2014-06-10,2018-12-19,male,1985-11-13,,,
member of the Parliament of the Brussels-Capital Region,Arnaud Verstraete,Q17351001,2014-06-10,,male,1979-11-12,,,
member of the Parliament of the Brussels-Capital Region,Zoé Genot,Q2292686,2014-06-10,,female,1974-05-29,,Zoé Genot.jpg,
member of the Parliament of the Brussels-Capital Region,Barbara d'Ursel de Lobkowicz,Q17350983,2014-06-17,2017-07-13,female,1957-05-30,2017-07-13,,Barbara d'Ursel de Lobkowicz
member of the Parliament of the Brussels-Capital Region,Magali Plovie,Q16661963,2017-06-30,,female,1976-08-04,,,
member of the Parliament of the Brussels-Capital Region,Michaël Vossaert,Q38263908,2017-07-20,,male,1986-06-07,,,
member of the Parliament of the Brussels-Capital Region,David Weytsman,Q47508297,2018-02-09,,male,1981-07-14,,David Weytsman.jpg,
member of the Parliament of the Brussels-Capital Region,Matteo Segers,Q60573086,2018-12-20,,male,1975-02-28,,,
member of the Parliament of the Brussels-Capital Region,Françoise De Smedt,Q60573174,2018-12-20,,female,1975-04-03,,,
member of the Parliament of the Brussels-Capital Region,Fadila Laanan,Q127190,2019,,female,1967-07-29,,Fadila Laanan.png,
member of the Parliament of the Brussels-Capital Region,Marie Nagy,Q2674733,2019,,female,1957-07-28,,,
member of the Parliament of the Brussels-Capital Region,Ahmed Mouhssin,Q2827625,2019,,male,1967-08-23,,,
member of the Parliament of the Brussels-Capital Region,Bianca Debaets,Q2900805,2019,,female,1973-02-06,,B. Debaets.jpg,
member of the Parliament of the Brussels-Capital Region,Céline Fremault,Q3010154,2019,,female,1973-12-26,,Céline Fremault 2012.jpg,
member of the Parliament of the Brussels-Capital Region,Françoise Schepmans,Q3086602,2019,,female,1960-06-18,,Schepmans Françoise.png,Françoise Schepmans
member of the Parliament of the Brussels-Capital Region,Vincent De Wolf,Q3559574,2019,,male,1958-03-06,,De Wolf Vincent.png,
member of the Parliament of the Brussels-Capital Region,Ingrid Parmentier,Q36583902,2019,,female,1974-09-26,,Ingrid Parmentier.jpg,
member of the Parliament of the Brussels-Capital Region,Lotte Stoops,Q52503348,2019,,female,1975-12-30,,,
member of the Parliament of the Brussels-Capital Region,Hilde Sabbe,Q64137804,2019,,female,1956-10-16,,,
member of the Parliament of the Brussels-Capital Region,Victoria Austraet,Q64137834,2019,,female,1991-07-18,,,
member of the Parliament of the Brussels-Capital Region,Ariane de Lobkowicz-d'Ursel,Q64160557,2019,,female,1996-01-30,,,Ariane de Lobkowicz-d'Ursel
member of the Parliament of the Brussels-Capital Region,Alexia Bertrand,Q64234393,2019,,female,1979-05-30,,Alexia Bertrand.png,
member of the Parliament of the Brussels-Capital Region,Clémentine Barzin,Q64234583,2019,,female,1974-11-20,,Barzin Clémentine.png,
member of the Parliament of the Brussels-Capital Region,Hicham Talhi,Q64667395,2019,,male,1990-04-11,,,
member of the Parliament of the Brussels-Capital Region,Kalvin Soiresse Njall,Q64667397,2019,,male,1982-06-22,,,
member of the Parliament of the Brussels-Capital Region,Tristan Roberti,Q64667399,2019,,male,1984-02-10,,,
member of the Parliament of the Brussels-Capital Region,John Pitseys,Q64667403,2019,,male,1979-01-23,,,
member of the Parliament of the Brussels-Capital Region,Gilles Verstraeten,Q64667404,2019,,male,1989-11-06,,,Gilles Verstraeten
member of the Parliament of the Brussels-Capital Region,Mathias Vanden Borre,Q64667405,2019,,male,1987-05-14,,,
member of the Parliament of the Brussels-Capital Region,Isabelle Pauthier,Q64667406,2019,,female,1968-02-26,,,
member of the Parliament of the Brussels-Capital Region,Marie Lecocq,Q64667408,2019,,female,1991-10-20,,,
member of the Parliament of the Brussels-Capital Region,Luc Vancauwenberge,Q64667410,2019,,male,1956-06-19,,,
member of the Parliament of the Brussels-Capital Region,Petya Obolensky,Q64667412,2019,,male,1981-08-20,,,
member of the Parliament of the Brussels-Capital Region,Leila Lahssaini,Q64667413,2019,,female,1987-03-25,,,
member of the Parliament of the Brussels-Capital Region,Stephanie Koplowicz,Q64667415,2019,,female,1977-05-16,,,Stéphanie Koplowicz
member of the Parliament of the Brussels-Capital Region,Jean-Pierre Kerckhofs,Q64667416,2019,,male,1963-10-01,,,
member of the Parliament of the Brussels-Capital Region,Elisa Groppi,Q64667418,2019,,female,1984-12-11,,,
member of the Parliament of the Brussels-Capital Region,Francis Dagrin,Q64667420,2019,,male,1966-01,,,
member of the Parliament of the Brussels-Capital Region,David Leisterh,Q64667426,2019,,male,1984-04-19,,Leisterh David.png,
member of the Parliament of the Brussels-Capital Region,Aurélie Czekalski,Q64667428,2019,,female,1983-04-12,,Czekalski Aurélie.png,
member of the Parliament of the Brussels-Capital Region,Geoffroy Coomans de Brachène,Q64667429,2019,,male,1977-01-24,,Coomans de Brachène Geoffroy.png,
member of the Parliament of the Brussels-Capital Region,Latifa Aït Baala,Q64682160,2019,,female,1965-11-19,,,
member of the Parliament of the Brussels-Capital Region,Delphine Chabbert,Q64682165,2019,,female,1971-11-01,,,
member of the Parliament of the Brussels-Capital Region,Martin Casier,Q64682166,2019,,male,1987-02-03,,Prestation serment.jpg,
member of the Parliament of the Brussels-Capital Region,Ibrahim Dönmez,Q64682168,2019,,male,1971-09-18,,,
member of the Parliament of the Brussels-Capital Region,Christophe Magdalijns,Q64686749,2019,,male,1971-07-18,,,
member of the Parliament of the Brussels-Capital Region,Jonathan de Patoul,Q64686783,2019,,male,1984-01-12,,,
member of the Parliament of the Brussels-Capital Region,Véronique Lefrancq,Q64706407,2019,,female,1972-11-30,,,
member of the Parliament of the Brussels-Capital Region,Gladys Kazadi,Q64706408,2019,,female,1994-04-20,,,
member of the Parliament of the Brussels-Capital Region,Christophe De Beukelaer,Q64706410,2019,,male,1987-08-17,,,
member of the Parliament of the Brussels-Capital Region,Nicole Nketo Bomele,Q64706413,2019,,female,1967-06-29,,,Nicole Nketo Bomele
member of the Parliament of the Brussels-Capital Region,Els Rochette,Q64706417,2019,,female,1974-05-08,,,
member of the Parliament of the Brussels-Capital Region,Juan Benjumea Moreno,Q64706418,2019,,male,1991-08-07,,,
member of the Parliament of the Brussels-Capital Region,Sadik Köksal,Q65684675,2019,,male,1968-06-10,,,
member of the Parliament of the Brussels-Capital Region,Pierre-Yves Lux,Q65684696,2019,,male,1985-11-24,,,
member of the Parliament of the Brussels-Capital Region,Margaux De Ré,Q67783844,2019,,female,1990-10-18,,,
member of the Parliament of the Brussels-Capital Region,Leila Agic,Q64682162,2019-05,,female,1995-04-03,,,
member of the Parliament of the Brussels-Capital Region,Alain Maron,Q2830079,2019-05-26,2019-07-18,male,1972-05-06,,,
member of the Parliament of the Brussels-Capital Region,Farida Tahar,Q64667396,2019-05-26,,female,1977-11-20,,,
member of the Parliament of the Brussels-Capital Region,Pepijn Kennis,Q64210719,2019-06-11,,male,1988-04-29,,,
member of the Parliament of the Brussels-Capital Region,Rajae Maouane,Q64667407,2019-06-11,,female,1989-07-03,,Rajae Maouane (2021) (cropped).jpg,Rajae Maouane
member of the Parliament of the Brussels-Capital Region,Jan Busselen,Q64667423,2019-06-11,,male,1979-03-12,,,
member of the Parliament of the Brussels-Capital Region,Soetkin Hoessen,Q65686051,2019-07-18,,female,1985-03-30,,,
member of the Parliament of the Brussels-Capital Region,Thomas Naessens,Q110553486,2021,,male,1986-07-07,,,
member of the Parliament of the Brussels-Capital Region,Bruno Bauwens,Q111609790,2022,,male,1970-05-19,,,
